product_id,rating,reviews,Hour,minute,real_rating,real_reviews,Unnamed: 7
CG6021,02:08:00,1900-01-01 01:00:00,2.0,8.0,"2,8",25.0,
CG6188,03:03:00,08:00:00,3.0,3.0,"3,3",8.0,
BD7685,03:02:00,1900-01-03 03:00:00,3.0,2.0,"3,2",75.0,
BD7475,04:03:00,1900-01-03 22:00:00,4.0,3.0,"4,3",94.0,
EF9226,03:07:00,1900-01-02 09:00:00,3.0,7.0,"3,7",57.0,
F34668,01:00:00,1900-01-03 05:00:00,1.0,0.0,"1,0",77.0,
EE8257,03:02:00,1900-01-01 02:00:00,3.0,2.0,"3,2",26.0,
B37973,04:01:00,1900-01-01 13:00:00,4.0,1.0,"4,1",37.0,
EE7068,00:00:00,1900-01-01 00:00:00,0.0,0.0,"0,0",24.0,
EH1363,02:04:00,06:00:00,2.0,4.0,"2,4",6.0,
EE5772,01:05:00,1900-01-03 12:00:00,1.0,5.0,"1,5",84.0,
CG6104,None,None,0.0,0.0,,0.0,
EF2437,02:02:00,1900-01-01 01:00:00,2.0,2.0,"2,2",25.0,
CM0070,05:00:00,1900-01-04 03:00:00,5.0,0.0,"5,0",99.0,
D96760,03:04:00,09:00:00,3.0,4.0,"3,4",9.0,
CM0077,03:05:00,1900-01-01 11:00:00,3.0,5.0,"3,5",35.0,
CM0091,03:00:00,1900-01-01 01:00:00,3.0,0.0,"3,0",25.0,
CL7550,01:00:00,13:00:00,1.0,0.0,"1,0",13.0,
F36675,04:07:00,1900-01-01 21:00:00,4.0,7.0,"4,7",45.0,
EF1065,03:04:00,1900-01-01 10:00:00,3.0,4.0,"3,4",34.0,
EH1361,02:02:00,13:00:00,2.0,2.0,"2,2",13.0,
CL0243,05:00:00,1900-01-02 12:00:00,5.0,0.0,"5,0",60.0,
CG6177,03:09:00,1900-01-03 19:00:00,3.0,9.0,"3,9",91.0,
FV3288,02:04:00,1900-01-01 09:00:00,2.0,4.0,"2,4",33.0,
EE4949,02:00:00,1900-01-01 15:00:00,2.0,0.0,"2,0",39.0,
BB2344,03:09:00,1900-01-01 10:00:00,3.0,9.0,"3,9",34.0,
EE6080,01:00:00,1900-01-02 19:00:00,1.0,0.0,"1,0",67.0,
EE6047,03:06:00,1900-01-03 11:00:00,3.0,6.0,"3,6",83.0,
EF0078,02:02:00,1900-01-02 01:00:00,2.0,2.0,"2,2",49.0,
EE5565,03:02:00,1900-01-02 16:00:00,3.0,2.0,"3,2",64.0,
EF4965,04:00:00,18:00:00,4.0,0.0,"4,0",18.0,
EE4946,00:00:00,1900-01-03 02:00:00,0.0,0.0,"0,0",74.0,
B37090,04:02:00,1900-01-03 09:00:00,4.0,2.0,"4,2",81.0,
F36516,03:05:00,1900-01-01 06:00:00,3.0,5.0,"3,5",30.0,
DB3112,03:04:00,1900-01-02 16:00:00,3.0,4.0,"3,4",64.0,
EH1366,04:08:00,1900-01-03 00:00:00,4.0,8.0,"4,8",72.0,
CG6164,03:03:00,1900-01-03 15:00:00,3.0,3.0,"3,3",87.0,
EE4959,02:07:00,1900-01-01 19:00:00,2.0,7.0,"2,7",43.0,
EF2438,03:07:00,15:00:00,3.0,7.0,"3,7",15.0,
F35567,02:08:00,1900-01-03 09:00:00,2.0,8.0,"2,8",81.0,
EE8165,02:09:00,1900-01-02 06:00:00,2.0,9.0,"2,9",54.0,
EE5846,05:00:00,15:00:00,5.0,0.0,"5,0",15.0,
F34846,00:00:00,17:00:00,0.0,0.0,"0,0",17.0,
B41663,03:02:00,1900-01-01 06:00:00,3.0,2.0,"3,2",30.0,
CK9690,03:02:00,1900-01-03 01:00:00,3.0,2.0,"3,2",73.0,
EE7927,02:02:00,1900-01-01 03:00:00,2.0,2.0,"2,2",27.0,
CK9688,03:02:00,1900-01-01 19:00:00,3.0,2.0,"3,2",43.0,
CK9424,03:00:00,1900-01-02 01:00:00,3.0,0.0,"3,0",49.0,
CK9430,02:06:00,1900-01-03 08:00:00,2.0,6.0,"2,6",80.0,
CG6228,03:01:00,1900-01-02 17:00:00,3.0,1.0,"3,1",65.0,
DB3600,02:07:00,1900-01-03 15:00:00,2.0,7.0,"2,7",87.0,
EE9892,03:05:00,1900-01-01 19:00:00,3.0,5.0,"3,5",43.0,
CL7461,02:09:00,1900-01-02 10:00:00,2.0,9.0,"2,9",58.0,
CK9678,01:05:00,00:00:00,1.0,5.0,"1,5",0.0,
CK9696,04:01:00,1900-01-03 22:00:00,4.0,1.0,"4,1",94.0,
CK9695,02:00:00,1900-01-02 04:00:00,2.0,0.0,"2,0",52.0,
CK9683,04:06:00,1900-01-01 15:00:00,4.0,6.0,"4,6",39.0,
CK9692,03:08:00,21:00:00,3.0,8.0,"3,8",21.0,
EE7919,04:03:00,1900-01-03 15:00:00,4.0,3.0,"4,3",87.0,
CL7517,02:07:00,1900-01-01 18:00:00,2.0,7.0,"2,7",42.0,
CK9698,04:07:00,08:00:00,4.0,7.0,"4,7",8.0,
CK9418,02:07:00,1900-01-03 02:00:00,2.0,7.0,"2,7",74.0,
EF0322,02:05:00,23:00:00,2.0,5.0,"2,5",23.0,
CK9427,05:00:00,1900-01-02 11:00:00,5.0,0.0,"5,0",59.0,
EF0437,None,None,0.0,0.0,,0.0,
EF0435,02:04:00,1900-01-04 03:00:00,2.0,4.0,"2,4",99.0,
CJ8090,03:06:00,1900-01-01 04:00:00,3.0,6.0,"3,6",28.0,
CL7542,02:07:00,1900-01-04 01:00:00,2.0,7.0,"2,7",97.0,
CL7311,02:05:00,22:00:00,2.0,5.0,"2,5",22.0,
EE8028,03:06:00,15:00:00,3.0,6.0,"3,6",15.0,
CL7398,04:09:00,1900-01-01 04:00:00,4.0,9.0,"4,9",28.0,
CL7306,04:01:00,1900-01-02 22:00:00,4.0,1.0,"4,1",70.0,
CK9697,03:09:00,1900-01-01 19:00:00,3.0,9.0,"3,9",43.0,
CI9915,03:04:00,1900-01-02 17:00:00,3.0,4.0,"3,4",65.0,
CK9590,01:00:00,1900-01-02 03:00:00,1.0,0.0,"1,0",51.0,
CL7458,04:01:00,1900-01-03 17:00:00,4.0,1.0,"4,1",89.0,
CI9913,03:05:00,1900-01-04 00:00:00,3.0,5.0,"3,5",96.0,
CL7459,04:03:00,1900-01-03 02:00:00,4.0,3.0,"4,3",74.0,
CI9991,02:04:00,1900-01-02 10:00:00,2.0,4.0,"2,4",58.0,
F36996,03:03:00,02:00:00,3.0,3.0,"3,3",2.0,
CJ7974,04:07:00,1900-01-02 05:00:00,4.0,7.0,"4,7",53.0,
CL7588,03:04:00,08:00:00,3.0,4.0,"3,4",8.0,
CL7407,04:08:00,1900-01-03 19:00:00,4.0,8.0,"4,8",91.0,
CL7406,00:00:00,1900-01-03 13:00:00,0.0,0.0,"0,0",85.0,
CK9420,04:06:00,02:00:00,4.0,6.0,"4,6",2.0,
CL7389,03:05:00,1900-01-01 16:00:00,3.0,5.0,"3,5",40.0,
CL7516,04:08:00,1900-01-01 04:00:00,4.0,8.0,"4,8",28.0,
CI9989,02:02:00,18:00:00,2.0,2.0,"2,2",18.0,
CL7405,03:08:00,1900-01-02 01:00:00,3.0,8.0,"3,8",49.0,
CL7473,03:05:00,03:00:00,3.0,5.0,"3,5",3.0,
CJ8110,02:05:00,07:00:00,2.0,5.0,"2,5",7.0,
CJ8019,04:06:00,1900-01-02 05:00:00,4.0,6.0,"4,6",53.0,
CK9604,03:09:00,1900-01-01 02:00:00,3.0,9.0,"3,9",26.0,
